Anmeldedatum	JahrAkademisch	Art	Grad	Sprache	Titel	Abstract
13.05.20	2020	extern	Bachelor	DE	Konzeption und Implementierung eines Content Management Systems und Integration in das bestehende Webportal eines Beratungs- und IT-Dienstleistungsunternehmens	Ziel der Bachelorarbeit ist die Betrachtung existierender Content Management Systeme (CMS) im Hinblick auf Faktoren, wie Technologien, Aufbau, Trends, Anpassbarkeit an ein bestehendes Portal und nachträgliche Implementierbarkeit. Anhand der Erkenntnisse soll ein passgenaues CMS für das Webportal "adessini" konzipiert und schließlich implementiert werden. Erschwert wird die Suche nach einem passenden System durch die Tatsache, dass das Webportal bereits produktiv verwendet wird und über ein eigenes Java Backend, Angular Frontend und eine MySQL Datenbank verfügt. Das CMS ermöglicht technisch nicht versierten Administratoren des Webportals Inhalte zu veröffentlichen, ohne tiefergehendes HTML-Wissen zu besitzen. Dadurch wird eine Entlastung der Entwickler erreicht und zugleich die kontinuierliche Bereitstellung von neuen Inhalten ermöglicht.
15.05.20	2020	extern	Bachelor	DE	Beispiele zur Umsetzung ausgewählter Empfehlungen von Sicherheitsstandards für Kritische Infrastrukturen im Sektor Wasser & Abwasser	Unternehmen aus der Wasserbranche erbringen als Kritische Infrastruktur (KRITIS) für die Bevölkerung zwingend notwendige Leistungen wie die Aufbereitung und Versorgung mit Trinkwasser. Durch den Einsatz von Automatisierungs- und Steuerungssystemen sowie die Vernetzung derer bieten Anlagen ein Ziel für Hacker und Schadsoftware. Dadurch ist eine gleichbleibend hohe Qualität und Stabilität der zu erbringenden Leistung gefährdet. Damit Unternehmen im Sektor Wasser, sowie allgemein im Bereich von KRITIS, einen geeigneten Schutz ihrer Systeme gegenüber Cyberangriffen bieten, gibt es Sicherheitsanforderungen seitens des Bundesamt für Sicherheit in der Informationstechnik (BSI) sowie von internationalen Normen wie der DIN ISO/IEC 27000 Reihe. Diese gelten als Empfehlung, bei Unternehmen im Bereich KRITIS sind diese teilweise verpflichtend umzusetzen. Einige Anforderungen lassen sich dabei durch Softwarelösungen umsetzen, z.B. durch Asset-Inventory-Systeme, Monitoring-Lösungen oder Anomalieerkennung. Eine einzelne Software-Lösung allein reicht jedoch nicht aus, um alle Anforderungen zu erfüllen. Eine Kombination aus unterschiedlichen Software-Paketen, die sich im besten Falle ergänzen, ist daher zu empfehlen. Des Weiteren ist die Expertise der Mitarbeiter für die Implementierung, aber auch Beurteilung im Falle von Cyberangriffen sowie zur Einleitung von Gegenmaßnahmen notwendig.
15.05.20	2020	intern	Bachelor	DE	Software-gestützte, kollaborative Planung pädagogischer Events	Pädagogische Eventplanung, also die Gestaltung einer kindgerechten Veranstaltung, findet meist nur im Rahmen herkömmlicher Kinderbetreuungsstellen, wie zum Beispiel Kindergärten oder Kindertagesstätten statt. In solchen Einrichtungen bestehen meist feste Teams mit regelmäßigen Besprechungsterminen und planbaren An- sowie Abwesenheiten der einzelnen Teammitglieder. Diese Kalkulierbarkeit fällt bei eigenständigen Anbietern für Kinderbetreuung oder ehrenamtlichen Teams in verschiedenen Jugendorganisationen weg. Das liegt daran, dass es sich hierbei in der Regel um große, lose Teams handelt. Um bei solchen Angeboten die pädagogische Qualität einer herkömmlichen Betreuungsstelle zu erreichen, ist es notwendig, gewisse Bestimmungen einzuhalten. Außerdem kollaborieren für Veranstaltungen meist unterschiedliche Teammitglieder, basierend auf deren Qualifikation und Verfügbarkeit. In dieser Arbeit soll anhand eines konkreten Anwendungsfalls das Potenzial untersucht werden, das die Digitalisierung von Planungsabläufen im Kontext dieser Problemstellung innehält. Dazu werden zunächst die besonderen Anforderungen aus der Pädagogik in Zusammenarbeit mit relevanten Stakeholdern eines Start-ups zur professionellen Kinderbetreuung erarbeitet. Darauf basierend werden konzeptuelle Ideen erörtert und ein Prototyp implementiert. Um die Einsatztauglichkeit des Prototypen bewerten zu können, soll zudem eine Evaluation innerhalb des Start-ups mit anschließender Ergebnisdiskussion stattfinden.
18.05.20	2020	intern	Bachelor	DE	Agiles Lernen an der Technischen Hochschule Nürnberg ? Konzeption von agilen Handlungsempfehlungen für die Technische Hochschule Nürnberg	Die vorliegende Arbeit behandelt die Fragestellung, wie ein agiles Konzept am Beispiel der Technischen Hochschule Nürnberg aussehen kann. Es werden die theoretischen Grundlagen zu agilen Methoden bzw. zum agilen Lernen näher erläutert. Darauf basierend erfolgt eine theoretische Literaturanalyse des agilen Lernens im Hochschulkontext. Insbesondere wird in diesem Teil der Arbeit das Regelwerk für das agile Lernen aufgestellt, das anschließend mithilfe von Experteninterviews evaluiert wird. Des Weiteren werden die Herausforderungen bei der Durchführung agiler Lehrpraktiken dargestellt. Abschließend werden basierend auf den Erkenntnissen Handlungsempfehlungen anhand von zwei Fallstudien aufgezeigt. Die erste Fallstudie bezieht sich dabei auf eine Lehrveranstaltung im agilen Umfeld, die zweite auf die Studienbegleitung im agilen Umfeld.
25.05.20	2020	intern	Bachelor	DE	"Herausforderung Covid 19: Gestaltung von IT-Beratungsprojekten unter den Rahmenbedingungen einer Pandemie"	Das Ziel dieser Forschung ist es, den Status Quo der Corona Krise, aus Sicht der IT-Beratungsbranche aufzuzeigen und daraus Problemfelder, Verbesserungspotentiale und zukunftsorientierte Chancen für die Gestaltung von IT-Beratungsprojekten abzuleiten. Zur Beantwortung der Forschungsfragen, wurde sowohl quantitative Forschungsarbeit in Form einer Umfrage als auch qualitative Experteninterviews innerhalb der Capgemini Deutschland GmbH durchgeführt. Die Studie zeigt, dass die COVID-19 Pandemie trotz Problemfeldern und Verbesserungspotentialen, vor allem die Chance einer rascheren Digitalisierung innerhalb der deutschen Kunden von Capgemini eröffnet. Es zeigt sich, dass die Aussicht für die Gestaltung von IT-Beratungsprojekten positiv ausfallen könnte, wenn die aktuellen Kenntnisse über Problemfelder während IT-Beratungstätigkeiten, überdacht und interne sowie externe Verbesserungspotentiale ausgeschöpft werden.
26.05.20	2020	intern	Bachelor	DE	Entwicklung eines Konzeptes zur Überführung von browserbasierten Anwendungen im Bankenumfeld in ein OpenShift-Cluster	Immer mehr Unternehmen setzen bei ihrer IT-Infrastruktur auf Cloud Computing. Ein wichtiges Grundkonzept bei dieser Art von IT-Betrieb ist die Containerisierung. Container ermöglichen den einfachen Betrieb von Anwendungen in der Cloud, da sie die Flexibilität und Portabilität sowohl in der Entwicklung, als auch in der Produktion erhöhen. Um den Betrieb einer Vielzahl von Containern zu bewerkstelligen, werden Plattformen wie Kubernetes und OpenShift benötigt. Es existieren mehrere gängige Technologien und Werkzeuge, mit denen die Bereitstellung von Anwendungen bewerkstelligt werden kann. Das Ziel der Arbeit ist, diese miteinander zu vergleichen und deren optimalen Anwendungsfälle zu erarbeiten. Dazu werden die typischen Einsatzgebiete der Container-Plattformen in Kategorien eingeteilt. Das Konzept der Operatoren ermöglicht den vollautomatischen Betrieb von Anwendungen in der Cloud. Es werden verschiedene Frameworks verglichen, welche als Basis für einen Operator dienen. Zusätzlich wird im Rahmen der Arbeit ein Operator implementiert, um eine mögliche Umsetzung zu demonstrieren.
27.05.20	2020	extern	Bachelor	DE	Konzeption einer Personaleinsatzplanung zur Prozessoptimierung des firmeninternen Projektmanagements 	Das Ziel der Arbeit ist es, die Anforderungen des Unternehmens an die Personaleinsatzplanung zu erheben und eine Anwendung zu konzipieren, die diese umsetzt. Es wird bei einer systematischen Feststellung des IST-Zustands begonnen, bei dem Mitarbeiter verschiedener Positionen mittel Online-Umfrage befragt wurden. Die Anforderungen wurden iterativ anhand eines Ausschnitts der Nutzergruppe ermittelt. Zur visuellen Veranschaulichung und Erarbeitung des Konzepts wurde ein UX Prototyp erstellt. Die Ergebnisse der Umfrage ergaben einen Bedarf einer zentralen Personaleinsatzplanung, mit integrierter Verwaltung der Mitarbeiterprofile. Dieser Aspekt wurde in die Konzeption einbezogen und am Ende der Arbeit bewertet. Das Feedback der Evaluation des Prototypen, am Ende der Arbeit, zeigte ein hohes Interesse der Teilnehmer an einer zentralen Personaleinsatzplanung.
27.05.20	2020	extern	Master	DE	Entwicklung einer REST-API für das Dokumenten-Management-System der DATEV eG	REST ist in aller Munde. Unternehmen wie DATEV entwickeln langfristige Strategien, Softwarelösungen mit Hilfe dieser Technologie zu öffnen und zu vernetzen. Bevor die Öffnung jedoch erfolgen kann stellt sich die Frage "Wie wird eine robuste REST-Schnittstelle für eine bestehende On-Premise Anwendung entworfen?". Kern einer jeden REST-Schnittstelle ist das Ressourcenmodell, welches in der Wahrnehmung der Verwender einer Benutzeroberfläche gleich kommt. Daher soll in dieser Arbeit ein allgemeingültiger von DATEV losgelöster Transformationsprozess eines Domänenmodells in ein robustes Ressourcenmodell vorgeschlagen werden. Dieser Prozess kann sowohl für den vollständigen Neuentwurf als auch für die Erweiterung eines bestehenden Ressourcenmodells angewendet werden. Der vorgeschlagene Prozess wird im Anschluss bei dem Entwurf der DATEVConnect für Dokumentenmanagement-API praktisch erprobt und abschließend evaluiert.
28.05.20	2020	extern	Master	DE	Threat Modeling - Ausarbeitung verschiedener Bedrohungsmodellierungen und deren Integration in die agilen Entwicklungsprozesse der DATEV	In der DATEV werden durch das Manifest "Agile Security" verschiedene Sicherheitsaspekte bereits in den Entwicklungsprozess involviert. Die Anwendung einer Bedrohungsmodellierung ist ein Teil davon. Demnach werden Bedrohungsanalysen durchgeführt, welche aber bisher nicht nach einem Leitfaden ablaufen und auch kein Standard in der Entwicklungs-Guideline sind. Daher werden diese nur vereinzelt und nicht einheitlich ausgeführt. Um Software-Schwachstellen vorab zu identifizieren, statt nur Sicherheitslücken nachjustieren zu können, wird ein Konzept für die Bedrohungsmodellierung benötigt. Der beschriebenen Ausgangslage in der DATEV entsprechend wird folgende Forschungsfrage gestellt: Ist es möglich eine Bedrohungsmodellierung effektiv in den Entwicklungsprozess der DATEV zu integrieren? Dementsprechend wird eine Übersicht von vorhandenen Bedrohungsmodellen erarbeitet, jeweilige Probleme identifiziert und gegenübergestellt. Des Weiteren werden Gespräche mit Sicherheitsexperten geführt, um diese als zusätzliche Beratung zur Seite zu nehmen. Parallel dazu werden spielerische Ansätze, sogenannte Gamification-Ansätze, für eine Bedrohungsmodellierung DATEV-intern durchgeführt. Es werden Gespräche mit relevanten Stakeholder geführt, um ein notwendiges Gesamtverständnis für die Konzepterstellung zu erarbeiten. Es wird anhand der erlangten Informationen und in Zusammenarbeit mit Sicherheitsexperten ein generisches Konzept erarbeitet, welches in Zukunft auf verschiedene Anwendungsbereiche
29.05.20	2020	intern	Bachelor	DE	Analyse technologischer Lösungen zur Bekämpfung der Riffverschmutzung	Die Arbeit handelt von der Analyse technologischer Lösungen zur Bekämpfung der Riffverschmutzung. Die technologischen Lösungen bestehen spezifischer gefasst aus Internet-Kampagnen, welche auf einer globalen Skala digital die Ursachen und Konsequenzen der Riffverschmutzung bekämpfen. Die zweite der drei Technologien stellt Dive Against Debris dar. Dieses von einer gemeinnützigen Organisation entwickeltes Programm bietet Tauchern die Möglichkeit, während des Tauchgangs Müll von Riffen aufzusammeln, diesen einzuschicken und zu dokumentieren. Die letzte Lösung heißt Biorock. Diese Lösung umfasst eine Methode zum manuellen Aufbau von Riffen durch Platzierung von menschengemachten Strukturen im Meer, durch welche Strom geleitet wird. Dies induziert Korallenwachstum. Nachdem theoretische Grundlagen wie das Ökosystem Riff und die Ursachen und Konsequenzen der Riffverschmutzung erklärt wurden, folgt eine Beschreibung der drei Technologien anhand von vier bestimmten Kriterien: Ökologische Effizienz, ökonomische Effizienz, sozialer Mehrwert und anfängliche Startschwierigkeit. Anhand dieser Kriterien wird im späteren Verlauf der Arbeit eine Nutzwertanalyse durchgeführt, die bestimmt, welche der Technologien am meisten Potenzial hat, Riffverschmutzung zu bekämpfen. Nach der Durchführung der Nutzwertanalyse und unter Einbezug von Ergebnissen eines Fragebogens kommt die Arbeit zum Ergebnis, dass Biorock unter den genannten Kriterien die beste Lösung darstellt.
31.05.20	2020	intern	Bachelor	DE	Ausgewählte Aspekte des Risikomanagement bei internationalen agilen Projekten mit Fokus auf Türkei und Deutschland 	Im Rahmen dieser Bachelorarbeit soll untersucht werden, welche Herausforderungen in agilen Projekten in Zusammenarbeit mit der Türkei bestehen. Diese werden anhand des Kulturmodells von Hofstede überprüft. Mit dieser Analyse werden typische Eigenschaften der deutschen und türkischen Kultur sowie die Unterschiede der beiden Länder dargestellt. Zusätzlich wird aus dem agilen Projektmanagement der Scrum-Prozess genauer erläutert, weil einige Aspekte des Risikomanagementprozesses implizit dort auftreten. Die Beobachtung vermittelt einen Einblick, an welchen Stellen des Scrum-Prozesses das Risikomanagementprozess angewendet wird. Zudem wird ein kurzer Überblick über Risikoarten in Projekten gegeben und es werden Empfehlungen für Projektleitende aufgeführt, wie diese mithilfe der Risikosteuerung aus dem Risikomanagementprozess interkulturelle Risiken vermeiden können. Dafür wurde die Risikostrategie "Risikoverminderung" angewendet. Der Schwerpunkt der Arbeit ist die empirische Untersuchung, mit der untersucht wird, ob die Scrum-Methode aus dem agilen Projektmanagement in der Türkei angewendet werden kann. Außerdem soll erforscht werden, ob eine effektive Risikokommunikation trotz kultureller Unterschiede gewährleistet werden kann.
02.06.20	2020	extern	Master	DE	Rendering Glyphs on the GPU with OpenGL	Mit der zunehmenden Digitalisierung von Fahrzeugen erhalten neue Konzepte wie Head-up-Displays oder Augmented Reality Einzug in die Automobile. Diese Technologien erfordern die textuelle Darstellung von Informationen für Navigations- und Assistenzsysteme in einer dreidimensionalen Umgebung und in Echtzeit. Klassische Texture-Mapping-Ansätze haben hierbei den Nachteil, dass jedes Skalieren, Drehen und Bewegen von Text eine Neuberechnung der Textur auf der CPU erfordert. Aus diesem Grund wird für diese Anwendungen ein GPU-basierter Ansatz gesucht. Die beiden Textrendering-Ansätze, multi-channel signed distance fields und Slug, wurden mit Glyphen aus OpenType-Fonts und Vektorgrafiken als mögliche Lösungen untersucht. Daher wurde der Slug-Algorithmus um einen Präprozessor für kubische Bézier-Kurven und die Unterstützung mehrfarbiger Glyphen erweitert. Die Experimente haben gezeigt, dass sowohl der Slug-Algorithmus als auch die multi-channel signed distance fields für dieses Text-Rendering-Szenario geeignet sind. Allerdings ist der Slug-Algorithmus nicht performant genug und hängt zudem stark von der Größe und Komplexität der darzustellenden Glyphen ab. Daher wird der Ansatz der multi-channel signed distance fields als Lösung für das Echtzeit-Textrendering in einer dreidimensionalen Umgebung in Betracht gezogen.
11.06.20	2020	extern	Master	DE	Evaluation eines Modells zur Priorisierung von Geschäftsprozessen bezüglich des Automatisierungspotenzials am Beispiel der prototypischen Implementierung im Bereich von Robotic Process Automation	Ziel dieser Arbeit ist die Erstellung eines Modells zur Bewertung der Automatisierungstauglichkeit von Geschäftsprozessen, anhand dessen automatisierbare Prozesse im Unternehmen identifiziert werden. Das Framework dient als Entscheidungsgrundlage für die Verantwortlichen, um Prozesse priorisiert zu automatisieren oder davon auszuschließen. Durch die prototypische Implementierung der Roboter mittels der Technologie Robotic Process Automation soll der Erfolg der Automatisierung gemessen werden. In einer Literaturrecherche werden Ansätze und Kriterien für die Automatisierungstauglichkeit ermittelt, welche als Basis für die Modellaufstellung verwendet werden. Drei Geschäftsprozesse aus dem Unternehmen werden anhand des ausgewählten Rating-Modells bewertet und eine Entscheidung für die Automatisierung abgegeben. Durch eine prototypische Implementierung wird das Bewertungsmodell zusätzlich evaluiert und Empfehlungen für die Optimierung des Modells aufgeführt. Im Ergebnis hat sich gezeigt, dass das theoretische Bewertungsmodell um die Besonderheiten des Unternehmens ergänzt werden muss. Ein standardisiertes Datenformat, ein transparent definierter Prozessdurchlauf und eine häufige Ausführung des Prozesses sind zentrale Erfolgskriterien für eine Automatisierung durch Robotic Process Automation. Die Roboter erbringen eine hohe Zeitersparnis und arbeiten effektiver verglichen mit der manuellen Durchführung. Die Prozessqualität steigert sich durch die Prozessautomatisierung.
12.06.20	2020	extern	Bachelor	DE	Weiterentwicklung des Prozesses des Bestandsmanagements im IT-Infrastruktur Controlling der DATEV eG	Die Abschlussarbeit gibt einen Überblick über den aktuellen Prozess des Bestandsmanagements des Rechenzentrums der DATEV eG. Das Bestandsmanagement des IT-Infrastruktur Controllings verwaltet alle Hard- und Softwarekomponenten und überwacht diese während ihres kompletten Lebenszyklusses. Adressaten der erhobenen Daten sind interne Stakeholder. Durch diese Arbeit soll das Tätigkeitsprofil eines Bestandsmanagers transparent dargestellt und das Verständnis der relevanten Prozesse intern erhöht werden. Somit ist die Bachelorarbeit für alle Stakeholder und Entscheidungsträger der DATEV eG, welche in Kontakt mit dem Rechenzentrum stehen, interessant. Zum Bestandsmanagement zählen die Prozesse Bestandsführung, Abnahme der Komponenten, Rechnungsfreigabe sowie Verschrottung. Diese werden in der Abschlussarbeit dargestellt, überprüft und durch Handlungsempfehlungen optimiert. Für die Datenerhebung der IST-Analyse waren Beobachtungen und das Wissen der Prozessbeteiligten grundlegend. Die Handlungsempfehlungen wurden durch eine Analyse des bestehenden Ablaufes und auf Basis der Anforderungen der Stakeholder erstellt.
17.06.20	2020	extern	Bachelor	DE	DATEV-Cloud-Sourcing: Analyse und Optimierung der Produktwechselprozesse	Das Ziel dieser Abschlussarbeit besteht darin, ein prozessuales Konzept mit Optimierungsmaßnahmen für Produktwechselprozesse zu erstellen. Die Prozesse des Produktwechsels werden erfasst, auf Schwachstellen untersucht und gegebenenfalls auch Optimierungsvorschläge erarbeitet. Dabei wird zunächst der aktuelle BPM-Workflow analysiert. Danach werden zahlreiche Interviews mit den involvierten Mitarbeitern durchgeführt und die Checklisten für Wechselprozesse überprüft. Die Erarbeitung eines Soll- Konzeptes diente der verbesserten Darstellung der Produktwechselprozesse. Die erstellten Modelle können als Basis für die Implementierung eigener BPM-Workflows verwendet werden. Am Ende dieser Abschlussarbeit werden alle vorgeschlagenen Verbesserungsmaßnahmen zusammengefasst. Die Umsetzungsprüfung dieser Maßnahmen erfolgt mittels einer Aufwand-Nutzen-Analyse. Die Ergebnisse der Abschlussarbeit sollen den Vorgesetzten als Entscheidungsgrundlage dienen. Unabhängig von der Entscheidung, welche Verbesserungsmaßnahmen umgesetzt werden, kann das Ergebnis dieser Bachelorarbeit zum einen für die Dokumentation der Produktwechselprozessen und eine Einarbeitung der neuen Mitarbeiter verwendet werden. Zum anderen können die erarbeiteten Ergebnisse als Informationsquelle und Grundlage für weitere zukünftige Prozessoptimierungen verwendet werden.
01.07.20	2020	intern	Master	DE	Konzeption und Entwicklung einer Benutzeroberfläche für die prozedurale Generierung von virtuellen Indoor-Welten mittels des Levelgraph-Verfahrens	Prozedurale Levelgenerierung ist ein wichtiger Aspekt der Spieleentwicklung. Für diesen Themenbereich wurde ein inkrementelles halbautomatisches Verfahren namens Levelgraph entwickelt, mit dessen Hilfe 2D/3D Flur- und Raumsysteme durch eine iterative prozedurale Verarbeitungskette konstruiert werden können. Der Algorithmus wird dabei durch eine komplexe und umfangreiche Parametermenge gesteuert, für die Vorwissen im Bereich der Graphentheorie und Leveldesign vorausgesetzt und lange Einarbeitungszeit benötigt wird. Dieses Verfahren kann über ein in der Game-Engine Unity bereits entwickelten prototypischen Plugin angewendet werden. Auf dieser Grundlage wird in dieser Arbeit eine Oberfläche in Unity entwickelt, welche die Einstellung der Parameter sowie die Anwendung und Steuerung des Verfahrens für Anwender ohne technisches Expertenwissen ermöglicht. Zur verständlichen sowie nachvollziehbaren Darstellung der oben genannten technischen Parameter werden diese umfassend analysiert und überarbeitet. Darauf aufbauend wird in dieser Arbeit ein Konzept erstellt und anschließend als grafische Benutzeroberfläche (prototypisch) umgesetzt. Mittels der prototypisch realisierten grafischen Benutzeroberflächen wird im Rahmen dieser Arbeit außerdem eine Benutzerstudie hinsichtlich der Usability durchgeführt. Das Ergebnis dieser Arbeit ist ein Unity-Plugin, welches von Leveldesignern für die Generierung von 2D/3D-Flur- und Raumsystemen effizient genutzt werden kann.
02.07.20	2020	extern	Bachelor	DE	Entwicklung einer effizienten Parallelisierungsstrategie zur Rekonstruktion von 3D Volumendaten mit Multi-GPU Systemen	Ziel dieser Arbeit ist die Entwicklung und Implementierung einer Softwarearchitektur, welche eine effiziente Rekonstruktion von Volumendaten aus Röntgenaufnahmen auf Multi-GPU Systemen ermöglicht. Als Rekonstruktionsalgorithmus wird die gefilterte Rückprojektion für Kreis- und Helixaufnahmegeometrien verwendet. Hierfür wird ein Überblick über die Algorithmen sowie über die OpenCL-API, welche zur Programmierung der Grafikkarten verwendet wird, gegeben. Der Haupteil befasst sich mit einer Analyse der bestehen Lösung und der Beschreibung der neuen Architektur. Die Evaluation wurde mit simulierten Datensätzen mit verschiedenen Aufnahmeparametern durchgeführt. Im Vergleich zur bestehenden Lösung erzielt die Implementierung der neue Architektur geringere Laufzeiten.
09.07.20	2020	extern	Bachelor	DE	Visualisierung von (Code-)Analyse Daten mittels Graphdatenbanken	Im Rahmen meiner Bachelorarbeit sollen unterschiedliche 2D Visualisierungen mittels einer Web-Anwendung evaluiert werden. Grundlage für die Visualisierung sind Codeanalyse Daten, die in einer Graphdatenbank gespeichert sind. Diese Daten werden über eine .NET Core Server-Anwendung per REST API bereitgestellt. Die Evaluation soll zeigen, in wie weit die verschiedenen Ansichten eine Codeanalyse unterstützen können.Unter den 2D Visualisierungen, die im Rahmen der Bachelorarbeit bearbeitet sind, sind TreeMaps, Circle-Packing, Chord-Diagramm, und Tree. Hierzu muss eine Implementierungsstrategie und 2D Engine ausgewählt werden, die mehrere tausend Objekte flüssig darstellen kann. Im Rahmen der Arbeit soll die bestehende REST API des Servers entsprechend den Anforderungen angepasst werden und ein webfähiger Client mittels TypeScript und JavaScript implementiert werden. Für die Implementierung der Visualisierung wird die JavaScript-Bibliothek "D3.js" benutzt und für das User Interface (UI) wird die JavaScript-Bibliothek "React.js" verwendet.
15.07.20	2020	intern	Bachelor	DE	Konzeption und prototypische Umsetzung eines Segeltrimm-Assistenten auf Basis von NMEA2000-Daten	Ziel dieser Arbeit ist die Konzeption und Entwicklung einer prototypischen Applikation (App), welche auf Basis von NMEA2000-Daten eine visuelle Darstellung empfohlener Trimmeinstellungen des Haupt- und des Vorsegels auf einem Segelboot ausgibt. Zur Datenbereitstellung dient ein Einplatinencomputer, der unter Einsatz eines Adapters, der als Schnittstelle zwischen NMEA2000- und seriellen Daten die Sensordaten eines Segelbootes empfängt. Für einen plattformunabhängigen Einsatz der App, wird die Entwicklung mittels eines Cross-Plattform Frameworks realisiert werden. Als Resultat der Implementierung, liefert die App dem Anwender visuell aufbereitete Daten und gibt grafische Empfehlungen für einen passenden Segeltrimm aus.
28.07.20	2020	extern	Master	DE	Domänenwissen-basierte Erkennung komplexer Ereignisse in Messdaten verteilter Sensoren	Mit der zunehmenden Verbreitung digitaler Sensoren wächst auch die generierte Datenmenge stetig an. Gerade der Einsatz von Sensornetzen ermöglicht, dank einer Vielzahl verteilter Sensoren, eine großflächige Überwachung von Gebieten. Erhobene Daten enthalten Informationen über Vorgänge der realen Welt und können Rückschlüsse auf komplexe Abläufe liefern. Deren Erkennung wird vereinfacht, wenn vorab eine Zuordnung der Messdaten zu bestimmten komplexen Ereignissen erfolgt. Grundlage hierbei ist Domänenwissen, über welches die Kombinations- und Interpretationsweise der Messdaten und die resultierenden Ereignisse definiert werden können. Ziel dieser Arbeit ist die Entwicklung und Implementierung einer Anwendung, welche basierend auf Domänenwissen und Messdaten verteilter Sensoren abstrakte Ereignisse ableiten kann. Aufgrund der vielfältigen Einsatzszenarien liegt das Augenmerk auf einer hohen Flexibilität und einer einfachen Verwendungs- und Integrationsweise in bestehende Systeme. Hierbei wird auch eine Schnittstelle entwickelt, welche die Verwendung bestehender Komponenten als Teil des Erkennungsablaufs ermöglicht. Die Funktionsfähigkeit der Anwendung wird abschließend in verschiedenen Szenarien evaluiert.
14.08.20	2020	extern	Bachelor	DE	Entwicklung einer touch orientierten Oberfläche nach MVVM für die Auftragsliste	Das Ziel dieser Arbeit ist es eine neue Oberfläche für die Auftragsliste zu erstellen. Die Auftragsliste ist hierbei ein Teil eines Prozessleitsystems. Die neue Oberfläche soll in C# WPF geschrieben und nach dem MVVM-Muster aufgebaut werden. Die erstellte UI soll darauf ausgelegt sein auf einem Windows-Tablet mittels Toucheingaben bedient zu werden. Außerdem soll bei der Erstellung des Backends der Anwendung besonders auf Modularität geachtet werden. Für die Umsetzung des Layouts der Oberfläche konnte sich auf ein vorhandenes Konzept gestützt werden. Zuvor musste dieses aber hinsichtlich der Grundsätze aus der ISO 9241-110 Norm verifiziert werden, da es sich bei diesem Konzept nur um einen ersten Entwurf handelte. Im Konzept wurden kleinere Kritikpunkte gefunden, welche ausgebessert wurden. Aufbauend auf das verifizierte Konzept konnte ein konkreter Plan für die Umsetzung der Oberfläche in C# WPF ausgearbeitet werden. Zugehörig zum zuvor vorhandenen UI-Konzept gab es eine Testanwendung, welche bereits in C# WPF geschrieben war. In dieser waren schon Grundstrukturen, wie grundlegende Datenbankabfragen, vorhanden. Aufbauend auf dieser Anwendung, wurde ein Konzept für die Datenstrukturen und das Zusammenspiel dieser im Backend der Anwendung ausgearbeitet. Abschließend wurde die erarbeitete Anwendung noch einigen Tests unterzogen. Das Ergebnis ist ein erster Schritt der Neuentwicklung der Auftragsliste, auf welche in Zukunft weiter aufgebaut werden wird.
01.09.20	2020	intern	Bachelor	DE	Null Safety in modernen Programmiersprachen	Ein häufiger Laufzeitfehler bei Anwendungen ist der NullPointerError, welcher vor allem durch unaufmerksames Programmieren entsteht. Da viele Compiler die Zusammenhänge von Null-Zuweisungen und Dereferenzierungen nicht statisch erkennen können, bleiben diese Fehler bis zur Laufzeit unbemerkt. Deswegen kommen immer mehr Programmiersprachen mit ihren eigenen Konzepten auf, um Programmabstürze durch leere Referenzen zu vermeiden. Diese Arbeit untersucht die allgemeinen Möglichkeiten, wie moderne Programmiersprachen Null Safety zu Compilezeit umzusetzen können oder bereits umsetzen. Dabei wird im Detail auf die Null Safety in Java und Kotlin eingegangen und überprüft, wie eine Übersetzung nach Kotlin ein Java-Programm null-sicherer machen kann. Diese Übersetzung wird klassenweise zuerst durch eine automatische Konvertierung von Android Studio und dann durch manuelle Anpassungen zu einem kotlin-idiomatischen Code durchgeführt. Daraus resultierend wird eine stichpunktartige Guideline angefertigt, die das allgemeine Vorgehen bei einer null-sicheren Übersetzung von Java nach Kotlin beschreibt.
01.09.20	2020	intern	Bachelor	DE	Konzeption einer Gamification - Lösung für das Qualitätsmanagement	Da die Qualität von Produkten und Dienstleistungen einen entscheidenden Wettbewerbsfaktor darstellt und für Zertifizierungen erforderlich sein kann, entscheiden sich viele Unternehmen für die Einführung eines Qualitätsmanagementsystems. Eine klassische Aufgabe beim Aufbau von Qualitätsmanagementsystemen ist die Dokumentation der Prozesse. Diese Teilaufgabe wird von den betroffenen Personen aufgrund des hohen Aufwands oft als demotivierend wahrgenommen. Insofern stellt sich die Frage, wie Mitarbeiter zu dieser Tätigkeit motiviert werden können. Gamification ist ein vieldiskutierter Trend der zunehmend Einzug in die Arbeitswelt findet. Darunter versteht man den Einsatz von Spielelementen in nicht-spielerischen Kontexten. Gamification wird zur Steigerung der Motivation eingesetzt, mit dem Ziel eine Verhaltensänderung herbeizuführen. Um diesen Mehrwert zu generieren, ist es jedoch erforderlich die Bedürfnisse und Präferenzen der Zielgruppe zu kennen. Ziel der Arbeit ist die Konzeption einer Gamification-Lösung für die Einführung eines Qualitätsmanagementsystems. Hierbei sollen die Mitarbeiter eines Betriebs dazu motiviert werden, sich aktiv bei der Dokumentation von Prozessen zu beteiligen. Die Vorgehensweise zur Erstellung des Konzepts orientiert sich an einem Gamification-Designprozess, im Rahmen dessen eine Analyse des Kontexts und der Nutzer erfolgt, um eine angepasste Lösung zu entwickeln.
